Benchmark,Benchmark Version,Hardware Vendor	,System,Nodes	,Form Factor	,Result,ssj_ops @ 100% of target load	,ssj_ops @ 90% of target load	,ssj_ops @ 80% of target load	,ssj_ops @ 70% of target load	,ssj_ops @ 60% of target load	,ssj_ops @ 50% of target load	,ssj_ops @ 40% of target load	,ssj_ops @ 30% of target load	,ssj_ops @ 20% of target load	,ssj_ops @ 10% of target load	,Average watts @ 100% of target load	,Average watts @ 90% of target load	,Average watts @ 80% of target load	,Average watts @ 70% of target load	,Average watts @ 60% of target load	,Average watts @ 50% of target load	,Average watts @ 40% of target load	,Average watts @ 30% of target load	,Average watts @ 20% of target load	,Average watts@10% of target load	,Average watts @ active idle	,Performance/power @ 100% of target load	,Performance/power @ 90% of target load	,Performance/power @ 80% of target load	,Performance/power @ 70% of target load	,Performance/power @ 60% of target load	,Performance/power @ 50% of target load	,Performance/power @ 40% of target load	,Performance/power @ 30% of target load	,Performance/power @ 20% of target load	,Performance/power @ 10% of target load	,# Cores,# Chips ,# Cores Per Chip ,# Threads Per Core,Processor ,Processor MHz,Processor Characteristics,CPU(s) Orderable,1st Level Cache,2nd Level Cache,3rd Level Cache,Other Cache,Memory (GB),Operating System,Operating System Version,DIMMS,Memory Description	,Power Provisioning ,Disk Drive ,Disk Controller ,Power Management ,Power Supply Details ,Power Supplies Installed ,Power Supply Rating (watts),HW Avail,Hardware release year,SW Avail,Tested By,Published,Disclosures
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL360 Gen11,1,1U,12756,1.15E+07,1.03E+07,9.20E+06,8.05E+06,6.90E+06,5.75E+06,4.61E+06,3.45E+06,2.30E+06,1.15E+06,719,629,563,514,471,436,401,367,335,298,223,15919,16442,16347,15683,14651,13199,11510,9393,6875,3867,112,2,56,2,Intel Xeon Platinum 8480+ 2.0 GHz,2000,"112-Core, 2.0 GHz, 105 MB L3 Cache","1,2 chips",32 KB I + 48 KB D on chip per core,2 MB I+D on chip per core,105 MB I+D on chip per chip,None,256,SUSE Linux Enterprise Server 15 SP4,5.14.21-150400.22-default,16 x 16384 MB,"16GB 1Rx8 PC5-4800B-R; slots 1, 3, 5, 7, 10, 12, 14 & 16 on each socket",Line-powered,1 x HPE 480GB SATA 6G Read Intensive SFF BC Multi Vendor SSD (P40497-B21),Embedded SATA,Enabled (see SUT Notes),HPE 1000W Flex Slot Titanium Hot Plug Low Halogen Power Supply Kit (P03178-B21),1,1000,Jan-2023,2023,Jan-2023,Hewlett Packard Enterprise,Feb-2023,"<A HREF=""/power_ssj2008/results/res2023q1/power_ssj2008-20221204-01202.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2023q1/power_ssj2008-20221204-01202.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL360 Gen9,1,1U,10118,3.16E+06,2.85E+06,2.53E+06,2.21E+06,1.89E+06,1.58E+06,1.27E+06,949976,629838,315004,276,248,218,188,162,145,133,118,101,83.7,45,11429,11485,11598,11771,11725,10870,9545,8043,6213,3765,36,2,18,2,Intel Xeon E5-2699 v3 2.30 GHz,2300,"18-Core, 2.30 GHz, 45MB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,45 MB I+D on chip per chip,None,64,Microsoft Windows Server Enterprise 2008 R2 SP1,Version 6.1 (Build 7601),8 x 8182 MB,"8 GB 2Rx8 PC4-2133P; slots 1, 4, 9 and 12 populated on each socket",Line-powered,1 x 400GB SSD SATA (691842-003),embedded SATA,Enabled (see SUT Notes),HP 800W Flex Slot Titanium Hot Plug Power Supply Kit (720482-B21),1,800,Nov-2015,2015,Jun-2013,Hewlett Packard Enterprise,Jan-2016,"<A HREF=""/power_ssj2008/results/res2016q1/power_ssj2008-20151215-00708.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2016q1/power_ssj2008-20151215-00708.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL365 Gen10 Plus,1,1U,18268,1.12E+07,1.01E+07,8.99E+06,7.87E+06,6.74E+06,5.62E+06,4.49E+06,3.38E+06,2.25E+06,1.12E+06,468,443,417,388,348,298,267,242,215,185,109,23857,22821,21542,20283,19381,18868,16848,13958,10480,6073,128,2,64,2,AMD EPYC 7713 2.00 GHz,2000,"64-Core, 2.0GHz 256MB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,256 MB I+D on chip per core,None,256,SUSE Linux Enterprise Server 12 SP5,4.12.14-122.17-default,16 x 16384 MB,"16 GB 2Rx8 PC4-3200AA-R; slots 1, 3, 5, 7, 10, 12, 14 and 16 populated",Line-powered,1 x HPE 480GB SATA 6G SSD (P05976-B21),1 x HPE Smart Array S100i SR Gen10,Enabled (see SUT Notes),HPE 800W Flex Slot Titanium Hot Plug Low Halogen Power Supply Kit (865438-B21),1,800,Mar-2021,2021,Jul-2020,Hewlett Packard Enterprise,Mar-2021,"<A HREF=""/power_ssj2008/results/res2021q1/power_ssj2008-20210221-01064.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2021q1/power_ssj2008-20210221-01064.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL365 Gen11,1,1U,28598,2.67E+07,2.39E+07,2.14E+07,1.88E+07,1.61E+07,1.34E+07,1.07E+07,8.04E+06,5.36E+06,2.68E+06,800,741,684,548,493,448,404,357,304,247,117,33309,32297,31321,34249,32651,29918,26508,22557,17656,10856,256,2,128,2,AMD EPYC 9754 2.25 GHz,2250,"128-Core, 2.25 GHz, 256MB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,256 MB I+D on chip per chip,None,384,SUSE Linux Enterprise Server 15 SP4,5.14.21-150400.22-default,24 x 16384 MB,16 GB 1Rx8 PC5-4800B-R; all slots populated on each socket,Line-powered,1 x HPE 480GB SATA 6G Read Intensive SFF BC Multi Vendor SSD (P40497-B21),Embedded SATA Controller,Enabled (see SUT Notes),HPE 1000W Flex Slot Titanium Hot Plug Power Supply Kit (P03178-B21),1,1000,Jul-2023,2023,Jul-2023,Hewlett Packard Enterprise,Jun-2023,"<A HREF=""/power_ssj2008/results/res2023q2/power_ssj2008-20230521-01254.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2023q2/power_ssj2008-20230521-01254.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL365 Gen11,1,1U,26371,2.36E+07,2.13E+07,1.90E+07,1.66E+07,1.42E+07,1.19E+07,9.49E+06,7.13E+06,4.74E+06,2.38E+06,701,655,597,555,499,460,418,368,311,254,123,33628,32511,31804,29894,28538,25799,22722,19395,15235,9362,256,2,128,2,AMD EPYC 9754 2.25 GHz,2250,"128-Core, 2.25 GHz, 256MB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,256 MB I+D on chip per chip,None,384,Windows Server 2022 Datacenter,Version 21H2 (OS Build 20348.1668),24 x 16384 MB,16 GB 1Rx8 PC5-4800B-R; all slots populated on each socket,Line-powered,1 x HPE 480GB SATA 6G Read Intensive SFF BC Multi Vendor SSD (P40497-B21),Embedded SATA Controller,Enabled (see SUT Notes),HPE 1000W Flex Slot Titanium Hot Plug Power Supply Kit (P03178-B21),1,1000,Jul-2023,2023,Jul-2023,Hewlett Packard Enterprise,Jun-2023,"<A HREF=""/power_ssj2008/results/res2023q2/power_ssj2008-20230523-01261.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2023q2/power_ssj2008-20230523-01261.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL365 Gen11,1,1U,25333,2.33E+07,2.09E+07,1.87E+07,1.64E+07,1.40E+07,1.17E+07,9.37E+06,7.02E+06,4.68E+06,2.34E+06,732,688,644,584,491,450,409,366,320,265,122,31852,30434,29058,28020,28620,25965,22878,19191,14612,8826,192,2,96,2,AMD EPYC 9654 2.40 GHz,2400,"96-Core, 2.40 GHz, 384MB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,384 MB I+D on chip per chip,None,384,SUSE Linux Enterprise Server 15 SP4,5.14.21-150400.22-default,24 x 16384 MB,16 GB 1Rx8 4800B-R; all DIMM slots populated on each socket,Line-powered,1 x HPE 480GB SATA 6G Read Intensive SFF BC Multi Vendor SSD (P40497-B21),Embedded SATA Controller,Enabled (see SUT Notes),HPE 1000W Flex Slot Titanium Hot Plug Low Halogen Power Supply Kit (P03178-B21),1,1000,Dec-2022,2022,Dec-2022,Hewlett Packard Enterprise,Nov-2022,"<A HREF=""/power_ssj2008/results/res2022q4/power_ssj2008-20221020-01186.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2022q4/power_ssj2008-20221020-01186.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL365 Gen11,1,1U,22006,2.01E+07,1.82E+07,1.62E+07,1.42E+07,1.22E+07,1.01E+07,8.10E+06,6.08E+06,4.04E+06,2.02E+06,702,663,620,556,509,469,429,382,331,273,122,28708,27479,26129,25509,23875,21566,18887,15896,12208,7414,192,2,96,2,AMD EPYC 9654 2.40 GHz,2400,"96-Core, 2.40 GHz, 384MB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,384 MB I+D on chip per chip,None,384,Windows Server 2019 Datacenter,Version 1809 (OS Build 17763.3532),24 x 16384 MB,16 GB 1Rx8 PC5-4800B-R; all DIMM slots populated on each socket,Line-powered,1 x HPE 480GB SATA 6G Read Intensive SFF BC Multi Vendor SSD (P40497-B21),Embedded SATA Controller,Enabled (see SUT Notes),HPE 1000W Flex Slot Titanium Hot Plug Low Halogen Power Supply Kit (P03178-B21),1,1000,Dec-2022,2022,Dec-2022,Hewlett Packard Enterprise,Nov-2022,"<A HREF=""/power_ssj2008/results/res2022q4/power_ssj2008-20221025-01190.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2022q4/power_ssj2008-20221025-01190.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL365 Gen11,1,1U,31594,3.45E+07,3.11E+07,2.77E+07,2.42E+07,2.08E+07,1.73E+07,1.38E+07,1.04E+07,6.93E+06,3.46E+06,890,825,730,666,613,556,496,433,366,298,144,38709,37676,37911,36362,33908,31104,27845,23971,18950,11624,320,2,160,2,AMD EPYC 9845 2.1 GHz,2100,"160-Core, 2.10 GHz 320 MB L3 Cache(Max. Boost Clock Up to 3.7 GHz)","1,2 chips",32 KB I + 48 KB D on chip per core,1 MB I+D on chip per core,320 MB I+D on chip per chip,None,384,SUSE Linux Enterprise Server 15 SP5,6.4.0-150600.21-default,24 x 16384 MB,16 GB 1Rx8 PC5-6400B-RD1-1211-XT; all slots populated on each socket,Line-powered,1 x HPE 480GB SATA 6G Read Intensive SFF BC Multi Vendor SSD (P40497-B21),1 x HPE MR416i-p Gen11,Enabled (see SUT Notes),HPE 1800W-2200W Flex Slot Titanium Hot Plug Power Supply Kit(P44712-B21),1,2200,Jan-2025,2025,Jul-2024,Hewlett Packard Enterprise,Oct-2024,"<A HREF=""/power_ssj2008/results/res2024q4/power_ssj2008-20240923-01442.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2024q4/power_ssj2008-20240923-01442.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL365 Gen11,1,1U,30331,3.13E+07,2.83E+07,2.51E+07,2.20E+07,1.89E+07,1.57E+07,1.26E+07,9.43E+06,6.28E+06,3.15E+06,775,736,690,644,597,543,486,428,364,298,135,40380,38463,36448,34168,31599,28951,25865,22009,17255,10572,320,2,160,2,AMD EPYC 9845 2.1 GHz,2100,"160-Core, 2.10 GHz 320 MB L3 Cache(Max. Boost Clock Up to 3.7 GHz)","1,2 chips",32 KB I + 48 KB D on chip per core,1 MB I+D on chip per core,320 MB I+D on chip per chip,None,384,Windows Server 2022 Datacenter,Version 21H2 (OS Build 20348.2655),24 x 16384 MB,16 GB 1Rx8 PC5-6400B-RD1-1211-XT; all slots populated on each socket,Line-powered,1 x HPE 480GB SATA 6G Read Intensive SFF BC Multi Vendor SSD (P40497-B21),1 x HPE MR416i-p Gen11,Enabled (see SUT Notes),HPE 1800W-2200W Flex Slot Titanium Hot Plug Power Supply Kit(P44712-B21),1,2200,Jan-2025,2025,Jul-2024,Hewlett Packard Enterprise,Oct-2024,"<A HREF=""/power_ssj2008/results/res2024q4/power_ssj2008-20240923-01452.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2024q4/power_ssj2008-20240923-01452.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL380 Gen10,1,2U,11540,5.76E+06,5.19E+06,4.62E+06,4.04E+06,3.46E+06,2.89E+06,2.31E+06,1.73E+06,1.15E+06,575883,461,419,366,308,271,237,203,173,145,118,49.3,12491,12390,12642,13103,12767,12200,11364,10026,7986,4872,56,2,28,2,Intel Xeon Platinum 8180 2.50GHz,2500,"28-Core, 2.50 GHz, 38.5MB L3 Cache","1,2 chip",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,39424 KB I+D on chip per chip,None,96,SUSE Linux Enterprise Server 12 SP3,Kernel 4.4.120-94.17-default,12 x 8182 MB,"12 x 8GB 2Rx8 PC4-2666V-RE1-12; slots 1, 3, 5, 8, 10, and 12 populated in each socket",Line-powered,1 x HPE 480GB SATA 6G M.2 2280 SSD (875498-B21),1 x HPE Smart Array S100i SR Gen10 (784308-B21),Enabled (see SUT Notes),HPE 800W Flex Slot Titanium Hot Plug Low Halogen Power Supply 96% (865438-B21),1,800,Jun-2018,2018,Jul-2018,Hewlett Packard Enterprise,Sep-2018,"<A HREF=""/power_ssj2008/results/res2018q3/power_ssj2008-20180828-00850.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2018q3/power_ssj2008-20180828-00850.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL380 Gen10 Plus,1,2U,11857,8.28E+06,7.47E+06,6.64E+06,5.83E+06,4.98E+06,4.15E+06,3.32E+06,2.50E+06,1.66E+06,830941,647,577,458,400,350,313,282,256,228,199,143,12812,12953,14503,14580,14230,13258,11789,9766,7284,4181,80,2,40,2,Intel Xeon Platinum 8380  2.30 GHz,2300,"40 core, 2.30 GHz, 60 MB L3 Cache","1,2 chips",32 KB I + 48 KB D on chip per core,1280 KB I+D on chip per core,60 MB I+D on chip per chip,None,256,SUSE Linux Enterprise Server 12 SP5,4.12.14-122.66-default,16 x 16384 MB,"16GB 2Rx8 PC4-3200-T; slots 1, 3, 5, 7, 10, 12, 14 & 16 on each socket (P06031-B21)",Line-powered,HPE 480GB SATA 6G SSD (P40502-B21),Embedded SATA,Enabled (see SUT Notes),HPE 800W (96%) Flex Slot Titanium Hot Plug Power Supply Kit (865438-B21),1,800,May-2021,2021,Apr-2021,Hewlett Packard Enterprise,Jun-2021,"<A HREF=""/power_ssj2008/results/res2021q2/power_ssj2008-20210528-01098.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2021q2/power_ssj2008-20210528-01098.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL380 Gen10 Plus,1,2U,11735,8.13E+06,7.33E+06,6.52E+06,5.71E+06,4.88E+06,4.08E+06,3.26E+06,2.45E+06,1.63E+06,811409,619,576,464,405,354,314,281,253,226,198,127,13122,12731,14058,14087,13802,12984,11608,9661,7195,4107,80,2,40,2,Intel Xeon Platinum 8380  2.30 GHz,2300,"40 core, 2.30 GHz, 60 MB L3 Cache","1,2 chips",32 KB I + 48 KB D on chip per core,1280 KB I+D on chip per core,60 MB I+D on chip per chip,None,256,Windows Server 2019 Datacenter,Version 1809 (Build 17763.1697),16 x 16384 MB,"16GB 2Rx8 PC4-3200-T; slots 1, 3, 5, 7, 10, 12, 14 & 16 on each socket (P06031-B21)",Line-powered,HPE 480GB SATA 6G SSD (P40502-B21),Embedded SATA,Enabled (see SUT Notes),HPE 800W (96%) Flex Slot Titanium Hot Plug Power Supply Kit (865438-B21),1,800,May-2021,2021,Apr-2021,Hewlett Packard Enterprise,Jun-2021,"<A HREF=""/power_ssj2008/results/res2021q2/power_ssj2008-20210601-01103.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2021q2/power_ssj2008-20210601-01103.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL380 Gen11,1,2U,9593,7.83E+06,7.15E+06,6.36E+06,5.57E+06,4.76E+06,3.97E+06,3.18E+06,2.39E+06,1.59E+06,798500,584,547,504,469,436,409,382,356,330,303,225,13394,13082,12625,11874,10924,9726,8325,6708,4811,2632,64,2,32,2,Intel Xeon Gold 6438Y+ Processor,2000,"32 core, 2.00 GHz, 60 MB L3 Cache","1,2 chips",32 KB I + 48 KB D on chip per core,2 MB I+D on chip per chip,60 MB I+D on chip per chip,None,512,SUSE Linux Enterprise Server 15 SP4,5.14.21-150400.22-default,16 x 32768 MB,HPE 32GB Dual Rank x8 DDR5-4800 CAS-40-39-39 EC8 Registered Smart Memory Kit,Line-powered,2 x HPE 480GB SATA 6G SSD; 4 x HPE 960GB SATA 6G Mixed Use SFF BC Multi Vendor SSD,1 x HPE MR416i-p Gen11 x16 Lanes 8GB Cache PCI SPDM Plug-in Storage Controller,Enabled (see SUT Notes),HPE 800W Flex Slot Platinum Hot Plug Low Halogen Power Supply Kit,2,800,Jan-2023,2023,Apr-2023,Hewlett Packard Enterprise,Jun-2023,"<A HREF=""/power_ssj2008/results/res2023q2/power_ssj2008-20230606-01274.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2023q2/power_ssj2008-20230606-01274.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL380 Gen11,1,2U,16340,1.51E+07,1.36E+07,1.21E+07,1.06E+07,9.07E+06,7.56E+06,6.03E+06,4.54E+06,3.03E+06,1.51E+06,770,683,598,539,487,439,396,355,316,275,224,19550,19902,20219,19619,18602,17199,15237,12808,9575,5492,128,2,64,2,Intel Xeon Platinum 8592+ Processor 1.90 GHz,1900,"64 core, 1.90 GHz, 320 MB L3 Cache","1,2 chips",32 KB I + 48 KB D on chip per core,2 MB I+D on chip per core,320 MB I+D on chip per chip,None,256,SUSE Linux Enterprise Server 15 SP4,5.14.21-150400.22-default,16 x 16384 MB,"16 GB 1Rx8 PC5-5600B-R; slots 1, 3, 5, 7, 10, 12, 14 & 16 on each socket",Line-powered,1 x HPE 480GB SATA 6G Read Intensive SFF BC Multi Vendor SSD (P40497-B21),1 x Embedded SATA,Enabled (see SUT Notes),HPE 1000W Flex Slot Titanium Hot Plug Low Halogen Power Supply Kit (P03178-B21),1,1000,Feb-2024,2024,Oct-2023,Hewlett Packard Enterprise,Mar-2024,"<A HREF=""/power_ssj2008/results/res2024q1/power_ssj2008-20240223-01375.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2024q1/power_ssj2008-20240223-01375.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL380 Gen11,1,2U,15697,1.33E+07,1.20E+07,1.07E+07,9.35E+06,8.02E+06,6.68E+06,5.35E+06,4.01E+06,2.68E+06,1.34E+06,629,591,544,499,455,415,380,344,309,275,239,21171,20348,19636,18732,17634,16101,14107,11651,8654,4879,128,2,64,2,Intel Xeon Platinum 8592+ Processor 1.90 GHz,1900,"64 core, 1.90 GHz, 320 MB L3 Cache","1,2 chips",32 KB I + 48 KB D on chip per core,2 MB I+D on chip per core,320 MB I+D on chip per chip,None,256,Windows Server 2022 Datacenter,Version 21H2 (Build 20348.1129),16 x 16384 MB,"16 GB 1Rx8 PC5-5600B-R; slots 1, 3, 5, 7, 10, 12, 14 & 16 on each socket",Line-powered,1 x HPE 480GB SATA 6G Read Intensive SFF BC Multi Vendor SSD (P40497-B21),1 x Embedded SATA,Enabled (see SUT Notes),HPE 1000W Flex Slot Titanium Hot Plug Low Halogen Power Supply Kit (P03178-B21),1,1000,Feb-2024,2024,Oct-2023,Hewlett Packard Enterprise,Feb-2024,"<A HREF=""/power_ssj2008/results/res2024q1/power_ssj2008-20240116-01356.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2024q1/power_ssj2008-20240116-01356.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL380 Gen11,1,2U,13296,1.14E+07,1.03E+07,9.19E+06,8.03E+06,6.89E+06,5.74E+06,4.59E+06,3.45E+06,2.30E+06,1.15E+06,689,614,543,494,455,416,384,351,317,283,201,16598,16845,16916,16268,15148,13791,11964,9823,7251,4053,112,2,56,2,Intel Xeon Platinum 8480+ 2.0 GHz,2000,"112-Core, 2.0 GHz, 105 MB L3 Cache","1,2 chips",32 KB I + 48 KB D on chip per core,2 MB I+D on chip per core,105 MB I+D on chip per chip,None,256,SUSE Linux Enterprise Server 15 SP4,5.14.21-150400.22-default,16 x 16384 MB,"16GB 1Rx8 PC5-4800B-R; slots 1, 3, 5, 7, 10, 12, 14 & 16 on each socket",Line-powered,1 x HPE 480GB SATA 6G Read Intensive SFF BC Multi Vendor SSD (P40497-B21),Embedded SATA,Enabled (see SUT Notes),HPE 1000W Flex Slot Titanium Hot Plug Low Halogen Power Supply Kit (P03178-B21),1,1000,Jan-2023,2023,Jan-2023,Hewlett Packard Enterprise,Feb-2023,"<A HREF=""/power_ssj2008/results/res2023q1/power_ssj2008-20221202-01199.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2023q1/power_ssj2008-20221202-01199.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL380 Gen11,1,2U,13288,1.06E+07,9.60E+06,8.54E+06,7.48E+06,6.39E+06,5.33E+06,4.26E+06,3.20E+06,2.13E+06,1.07E+06,594,558,514,471,433,399,367,337,307,274,158,17893,17202,16607,15893,14772,13374,11610,9489,6936,3886,112,2,56,2,Intel Xeon Platinum 8480+ 2.0 GHz,2000,"112-Core, 2.0 GHz, 105 MB L3 Cache","1,2 chips",32 KB I + 48 KB D on chip per core,2 MB I+D on chip per core,105 MB I+D on chip per chip,None,256,Microsoft Windows Server 2022 Datacenter,Version 21H2 (Build 20348.1129),16 x 16384 MB,"16GB 1Rx8 PC5-4800B-R; slots 1, 3, 5, 7, 10, 12, 14 & 16 on each socket",Line-powered,1 x HPE 480GB SATA 6G Read Intensive SFF BC Multi Vendor SSD (P40497-B21),Embedded SATA,Enabled (see SUT Notes),HPE 1000W Flex Slot Titanium Hot Plug Low Halogen Power Supply Kit (P03178-B21),1,1000,Jan-2023,2023,Jan-2023,Hewlett Packard Enterprise,Feb-2023,"<A HREF=""/power_ssj2008/results/res2023q1/power_ssj2008-20221202-01200.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2023q1/power_ssj2008-20221202-01200.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL380a Gen11,1,2U,14827,1.36E+07,1.22E+07,1.09E+07,9.53E+06,8.16E+06,6.81E+06,5.45E+06,4.09E+06,2.72E+06,1.36E+06,736,635,577,530,487,445,406,369,330,294,235,18404,19273,18874,17977,16743,15312,13412,11090,8236,4624,128,2,64,2,Intel Xeon Platinum 8592+ 1.90 GHz (Intel Turbo Boost Technology up to 3.90 GHz),1900,"64-Core, 1.90 GHz, 320 MB L3 Cache","1,2 chips",32 KB I + 48 KB D on chip per core,2 MB I+D on chip per core,320 MB I+D on chip per chip,None,256,SUSE Linux Enterprise Server 15 SP4,5.14.21-150400.22-default,16 x 16384 MB,"16 GB 1Rx8 PC5-5600; slots 1, 2, 4, 5, 8, 9, 11 and  12  populated on each socket",Line-powered,1 x HPE 3.2tb NVMe Mixed Use sff BC U.3 tlc SSD (P50230-B21),embedded SATA,Enabled (see SUT Notes),HPE 1600W Flex Slot Platinum Hot Plug Low Halogen Power Supply Kit (P38997-B21),2,1600,Feb-2024,2024,Jan-2024,Hewlett Packard Enterprise,May-2024,"<A HREF=""/power_ssj2008/results/res2024q2/power_ssj2008-20240401-01391.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2024q2/power_ssj2008-20240401-01391.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL380a Gen11,1,2U,15365,1.34E+07,1.21E+07,1.08E+07,9.43E+06,8.08E+06,6.73E+06,5.39E+06,4.04E+06,2.69E+06,1.35E+06,648,609,565,521,478,438,401,365,330,296,169,20712,19901,19092,18091,16909,15388,13432,11086,8150,4567,128,2,64,2,Intel Xeon Platinum 8592+ 1.90 GHz (Intel Turbo Boost Technology up to 3.90 GHz),1900,"64-Core, 1.90 GHz, 320 MB L3 Cache","1,2 chips",32 KB I + 48 KB D on chip per core,2 MB I+D on chip per core,320 MB I+D on chip per chip,None,256,Microsoft Windows Server Datacenter 2022,Version 21H2 (OS Build 20348.1129),16 x 16384 MB,"16 GB 1Rx8 PC5-5600; slots 1, 2, 4, 5, 8, 9, 11 and  12  populated on each socket",Line-powered,1 x HPE 3.2tb NVMe Mixed Use sff BC U.3 tlc SSD (P50230-B21),embedded SATA,Enabled (see SUT Notes),HPE 1600W Flex Slot Platinum Hot Plug Low Halogen Power Supply Kit (P38997-B21),1,1600,Feb-2024,2024,Jan-2024,Hewlett Packard Enterprise,May-2024,"<A HREF=""/power_ssj2008/results/res2024q2/power_ssj2008-20240401-01393.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2024q2/power_ssj2008-20240401-01393.txt"">Text</A>"
power_ssj2008,1.2,Hewlett Packard Enterprise,ProLiant DL380a Gen11,1,2U,12804,1.13E+07,1.02E+07,9.05E+06,7.91E+06,6.79E+06,5.65E+06,4.52E+06,3.40E+06,2.26E+06,1.13E+06,696,619,551,503,462,426,393,361,327,293,222,16186,16434,16422,15720,14691,13255,11493,9427,6909,3869,112,2,56,2,Intel Xeon Platinum 8480+ 2.0 GHz,2000,"112-Core, 2.0 GHz, 105 MB L3 Cache","1,2 chips",32 KB I + 48 KB D on chip per core,2 MB I+D on chip per core,105 MB I+D on chip per chip,None,256,SUSE Linux Enterprise Server 15 SP4,5.14.21-150400.22-default,16 x 16384 MB,"16GB 1Rx8 PC5-4800B-R; slots 1, 2, 4, 5, 8, 9, 11 & 12 on each socket",Line-powered,1 x HPE 1.6TB NVMe Gen4 Mainstream Performance Mixed Use SFF BC U.3 Static Multi Vendor SSD (P47838-B21),Embedded SATA,Enabled (see SUT Notes),HPE 2200W Flex Slot Titanium Hot Plug Power Supply Kit (P44712-B21),1,2200,Mar-2023,2023,Mar-2023,Hewlett Packard Enterprise,May-2023,"<A HREF=""/power_ssj2008/results/res2023q2/power_ssj2008-20230411-01241.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2023q2/power_ssj2008-20230411-01241.txt"">Text</A>"
