Benchmark,Benchmark Version,Hardware Vendor	,System,Nodes	,Form Factor	,Result,ssj_ops @ 100% of target load	,ssj_ops @ 90% of target load	,ssj_ops @ 80% of target load	,ssj_ops @ 70% of target load	,ssj_ops @ 60% of target load	,ssj_ops @ 50% of target load	,ssj_ops @ 40% of target load	,ssj_ops @ 30% of target load	,ssj_ops @ 20% of target load	,ssj_ops @ 10% of target load	,Average watts @ 100% of target load	,Average watts @ 90% of target load	,Average watts @ 80% of target load	,Average watts @ 70% of target load	,Average watts @ 60% of target load	,Average watts @ 50% of target load	,Average watts @ 40% of target load	,Average watts @ 30% of target load	,Average watts @ 20% of target load	,Average watts@10% of target load	,Average watts @ active idle	,Performance/power @ 100% of target load	,Performance/power @ 90% of target load	,Performance/power @ 80% of target load	,Performance/power @ 70% of target load	,Performance/power @ 60% of target load	,Performance/power @ 50% of target load	,Performance/power @ 40% of target load	,Performance/power @ 30% of target load	,Performance/power @ 20% of target load	,Performance/power @ 10% of target load	,# Cores,# Chips ,# Cores Per Chip ,# Threads Per Core,Processor ,Processor MHz,Processor Characteristics,CPU(s) Orderable,1st Level Cache,2nd Level Cache,3rd Level Cache,Other Cache,Memory (GB),Operating System,Operating System Version,DIMMS,Memory Description	,Power Provisioning ,Disk Drive ,Disk Controller ,Power Management ,Power Supply Details ,Power Supplies Installed ,Power Supply Rating (watts),HW Avail,Hardware release year,SW Avail,Tested By,Published,Disclosures
power_ssj2008,1.2,Acer Incorporated,Gateway GR385 F1,1,2U,2291,959188,866566,774368,676356,584607,483560,389711,291473,194333,96316,295,282,268,252,237,215,193,175,161,144,97.3,3250,3077,2893,2682,2467,2246,2015,1661,1206,668,24,2,12,1,AMD Opteron 6176,2300,"Twelve Core, 2.30 GHz, 12 MB L3 cache","1,2 chips",64 KB I + 64 KB D on chip per core,512 KB I+D on chip per core,"12 MB I+D on chip per chip, 6 MB shared / 6 cores",None,16,Windows Server 2008 Enterprise x64 Edition,R2,8 x 2048 MB,"2GB 2Rx8 PC3-10600E; slots 1A, 2A, 3A, and 4A populated on each processor",Line-powered,"1 x 300GB SATA 10K RPM 2.5"" HDD, Acer part #KH.30008.005",Integrated SATA Controller,Power saver enabled in OS,PWS-721P-1R,1,720,Feb-2011,2011,Dec-2009,Acer Incorporated,May-2011,"<A HREF=""/power_ssj2008/results/res2011q2/power_ssj2008-20110419-00373.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2011q2/power_ssj2008-20110419-00373.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,"Gateway GR385 F1 (AMD Opteron 6174, 2.20 GHz)",1,2U,2426,932415,847493,751423,655635,563895,470210,376403,281052,187838,94104,273,259,245,230,216,198,179,161,146,132,86.5,3410,3268,3066,2847,2615,2371,2108,1741,1285,713,24,2,12,1,AMD Opteron 6174,2200,"Twelve Core, 2.20 GHz, 12 MB L3 Cache","1,2 chips",64 KB I + 64 KB D on chip per core,512 KB I+D on chip per core,"12 MB I+D on chip per chip, 6 MB shared / 6 cores",None,16,"Windows Server 2008, Enterprise Edition",R2,8 x 2048 MB,"2GB 2Rx8 PC3-10600E; slots 1A, 2A, 3A and 4A populated on each processor",Line-powered,"1 x 64GB SSD 2.5"" SATA, Acer P/N:KF.0640N.001",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,Oct-2010,2010,Dec-2009,Acer Incorporated,Nov-2010,"<A HREF=""/power_ssj2008/results/res2010q4/power_ssj2008-20101021-00307.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2010q4/power_ssj2008-20101021-00307.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,Gateway GR585 F1,1,2U,2210,1.66E+06,1.51E+06,1.35E+06,1.18E+06,1.01E+06,841849,676766,508634,337640,168560,524,498,477,447,419,393,355,320,292,267,192,3176,3041,2825,2639,2400,2142,1909,1587,1157,632,48,4,12,1,AMD Opteron 6168,1900,"12-Core, 1.90 GHz, 12 MB L3 cache","2, 4 chips",64 KB I + 64 KB D on chip per core,512 KB I+D on chip per core,"12 MB I+D on chip per chip, 6 MB shared / 6 cores",None,32,Windows Server 2008 Enterprise,R2,16 x 2048 MB,"2GB 2Rx8 PC3-10600E; slots 1A, 2A, 3A, and 4A populated on each processor",Line-powered,"1 x 500GB SATA2 7200 RPM 3.5"" HDD, Acer part #KH.500W8.019",Integrated SATA Controller,Power saver enabled in OS,PWS-1K41F-1R,1,1400,Jul-2010,2010,Dec-2009,Acer Incorporated,May-2011,"<A HREF=""/power_ssj2008/results/res2011q2/power_ssj2008-20110419-00371.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2011q2/power_ssj2008-20110419-00371.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,Gateway GR585 F1,1,2U,2350,1.86E+06,1.68E+06,1.50E+06,1.31E+06,1.12E+06,931463,749161,558806,376859,186949,571,538,511,478,439,402,360,324,295,266,185,3259,3123,2932,2738,2549,2316,2080,1724,1277,702,48,4,12,1,AMD Opteron 6176,2300,"12-Core, 2.30 GHz, 12 MB L3 cache","2, 4 chips",64 KB I + 64 KB D on chip per core,512 KB I+D on chip per core,"12 MB I+D on chip per chip, 6 MB shared / 6 cores",None,32,Windows Server 2008 Enterprise,R2,16 x 2048 MB,"2GB 2Rx8 PC3-10600E; slots 1A, 2A, 3A, and 4A populated on each processor",Line-powered,"1 x 500GB SATA2 7200 RPM 3.5"" HDD, Acer part #KH.500W8.019",Integrated SATA Controller,Power saver enabled in OS,PWS-1K41F-1R,1,1400,Feb-2011,2011,Dec-2009,Acer Incorporated,May-2011,"<A HREF=""/power_ssj2008/results/res2011q2/power_ssj2008-20110419-00372.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2011q2/power_ssj2008-20110419-00372.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,Gateway GR585 F1,1,2U,2555,1.81E+06,1.63E+06,1.45E+06,1.28E+06,1.09E+06,902327,727284,544348,363095,181853,518,488,457,430,400,361,324,290,262,234,142,3493,3349,3170,2969,2728,2502,2246,1877,1388,776,48,4,12,1,AMD Opteron 6174,2200,"12-Core, 2.20 GHz, 12 MB L3 cache","2,4 chips",64 KB I + 64 KB D on chip per core,512 KB I+D on chip per core,"12 MB I+D on chip per chip, 6 MB shared / 6 cores",None,32,"Windows Server 2008, Enterprise Edition",R2,16 x 2048 MB,"2GB 1Rx8 PC3-10600E; slots 1A, 2A, 3A and 4A populated on each processor",Line-powered,"1 x 64GB SSD 2.5"" SATA, Acer P/N:KF.0640N.001",onboard SATA controller,Power save enabled in OS,PWS-1K41F-1R,1,1400,Aug-2010,2010,Dec-2009,Acer Incorporated,Nov-2010,"<A HREF=""/power_ssj2008/results/res2010q4/power_ssj2008-20101103-00309.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2010q4/power_ssj2008-20101103-00309.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,Gateway GT110 F1,1,Tower,1263,184372,167467,147685,128631,110639,92954,74273,55967,36243,18608,94.5,91.4,89.7,83.6,79.3,74,68.5,63.6,59.2,53.5,47.7,1952,1832,1646,1538,1395,1255,1084,879,612,348,4,1,4,1,Intel Xeon Processor L3360,2833,"12M Cache, 2.83 GHz, 1333 MHz FSB",1 chip,32 KB I + 32 KB D on chip per core,"12 MB I+D on chip per chip, 6 MB shared / 2 cores",None,None,4,Microsoft Windows Server 2008 Enterprise x64 Edition SP2,Version 6.0.6002 Service Pack 2 Build 6002,2 x 2048 MB,2GB 2Rx8 PC2-6400E ECC CL5; slots 1A and 1B populated,Line-powered,1 x 320 GB 7200RPM SATA,Integrated SATA controller,Balance power enabled in OS,FSP450-60EP,1,450,Dec-2009,2009,Jul-2009,Acer Incorporated,May-2010,"<A HREF=""/power_ssj2008/results/res2010q2/power_ssj2008-20100423-00256.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2010q2/power_ssj2008-20100423-00256.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,Gateway GT110 F2 (Intel Xeon E3-1270),1,Tower,3270,395190,358551,317821,276613,236731,197434,158420,118944,79899,38478,102,96.5,86.2,76.1,64.5,56,49.1,42.6,38,33.6,21.4,3873,3716,3689,3634,3670,3523,3227,2789,2102,1146,4,1,4,2,Intel Xeon E3-1270,3400,"Four core, 3.4GHz, 8MB L3 Cache",1 chips,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,8 MB I+D on chip per chip,None,8,"Windows Server 2008, Enterprise Edition",R2,2 x 4096 MB,"4GB 2Rx8 PC3-10600E ECC; slots 1A,2A",Line-powered,"1 x 1024GB 3.5"" SATA, Acer Part#KH.01KW8.009",Onboard SATA controller,Power save enabled in OS,FSP450-60EP,1,450,Apr-2011,2011,Dec-2009,Acer Incorporated,May-2011,"<A HREF=""/power_ssj2008/results/res2011q2/power_ssj2008-20110428-00375.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2011q2/power_ssj2008-20110428-00375.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,"Gateway GT115 F1 (AMD Opteron 4164EE, 1.80 GHz)",1,Tower,1971,215041,195859,172562,151853,129904,108695,86253,64642,42904,21771,70.3,68.1,65.3,62.8,59.6,56.1,52.3,49.2,46.2,41.7,32,3060,2878,2642,2419,2179,1936,1649,1313,930,522,6,1,6,1,AMD Opteron 4164EE,1800,"Six-Core, 1.8GHz, 6MB L3 Cache",1 chip,64 KB I + 64 KB D on chip per core,512 KB I+D on chip per core,6 MB I+D on chip per chip,None,8,"Windows Server 2008, Enterprise Edition",R2,2 x 4096 MB,"4GB, PC3-1066R- ECC, slots 1A, 1B populated",Line-powered,"1 x 64 GB SSD 2.5"" SATA (Intel SSDSA2SH064G1GC #899386)",Onboard SATA controller,Power save enabled in OS,FSP450-60EP,1,450,Oct-2010,2010,Sep-2009,Acer Incorporated,Nov-2010,"<A HREF=""/power_ssj2008/results/res2010q4/power_ssj2008-20101019-00304.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2010q4/power_ssj2008-20101019-00304.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,"Gateway GT150 F1(Intel Xeon X5670, 2.93 GHz)",1,Tower,2716,904396,818765,723984,636502,543350,455458,363785,272885,182467,90944,245,230,216,202,184,167,151,137,126,114,65.5,3686,3553,3351,3158,2949,2726,2411,1990,1447,799,12,2,6,2,Intel Xeon X5670,2933,"Six-Core, 2.93 GHz, 12 MB L3 cache","1,2 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,12 MB I+D on chip per chip,None,12,"Windows Server 2008, Enterprise Edition",R2,6 x 2048 MB,"2GB 2Rx8 PC3-10600E; slots 1A, 2A, and 3A populated on each processor",Line-powered,"1 x 64GB SSD 2.5"" SATA",onboard SATA controller,Power save enabled in OS,PWS-563-1H,1,560,Jun-2010,2010,Dec-2009,Acer Incorporated,Oct-2010,"<A HREF=""/power_ssj2008/results/res2010q4/power_ssj2008-20100916-00291.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2010q4/power_ssj2008-20100916-00291.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,"Gateway GT310 F1 (Intel Xeon X3470, 2.93 GHz)",1,Tower,1987,313001,283624,250370,218475,188151,157220,126502,94505,62853,31319,127,116,106,96.7,87.5,78,68.6,59.7,51.1,43,34.6,2467,2435,2363,2259,2151,2015,1843,1582,1230,728,4,1,4,2,Intel Xeon X3470,2933,"Quad-Core, 2.93GHz, 8MB L3 Cache",1 chip,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,8 MB I+D on chip per chip,None,8,Microsoft Windows Server 2008 R2 Enterprise Edition,6.1.7600 Build 7600,2 x 4096 MB,4GB 2Rx8 PC3-10600R; slots 1A and 2A are populated,Line-powered,"1 x 64GB SSD 2.5"" SATA, Acer P/N:KF.0640N.001",Integrated SATA controller,Balance power enabled in OS,FSP450-60EP,1,450,Mar-2010,2010,Dec-2009,Acer Incorporated,Dec-2010,"<A HREF=""/power_ssj2008/results/res2010q4/power_ssj2008-20101103-00313.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2010q4/power_ssj2008-20101103-00313.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,Gateway GT350 F1,1,Tower,2462,900626,811450,722213,633657,540325,452936,360281,270874,180371,91816,264,247,232,217,200,182,166,154,143,131,79.5,3406,3279,3107,2920,2707,2486,2165,1764,1263,701,12,2,6,2,Intel Xeon X5675,3067,"Six-Core, 3.07 GHz, 12 MB L3 cache","1,2 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,12 MB I+D on chip per chip,None,12,"Windows Server 2008, Enterprise Edition",R2,6 x 2048 MB,"2GB 2Rx8 PC3-10600E; slots 1A, 2A, and 3A populated on each processor",Line-powered,"1 x 500GB SATA 2.5 Acer Part# KH.50001.018""",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,Mar-2011,2011,Sep-2009,Acer Incorporated,May-2011,"<A HREF=""/power_ssj2008/results/res2011q2/power_ssj2008-20110419-00370.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2011q2/power_ssj2008-20110419-00370.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,Gateway GT350 F1,1,4U,1630,465545,421050,375223,327857,279784,234893,188612,140584,94887,46744,192,183,173,163,153,144,135,126,118,106,87.7,2431,2307,2171,2013,1833,1631,1394,1114,807,439,8,2,4,2,Intel Xeon L5530,2400,"Quad-Core, 2.40GHz, 8MB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,8 MB I+D on chip per chip,None,8,"Windows Server 2008 x64, Enterprise Edition",SP2,4 x 2048 MB,2GB 2Rx8 PC3-10600E; slots 1A and 2A are populated on each processor,Line-powered,1 x Intel X25-E Extreme 64 GB SLC SSD - SSDSA2SH064G1GC,Intel ICH10R SATA 3.0Gbps Controller,Balanced power enabled in OS,Supermicro PWS-721P-1R,1,720,May-2010,2010,Jun-2009,Acer Incorporated,Apr-2010,"<A HREF=""/power_ssj2008/results/res2010q2/power_ssj2008-20100326-00246.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2010q2/power_ssj2008-20100326-00246.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,"Gateway GT350 F1(Intel Xeon X5670, 2.93 GHz)",1,Tower,2531,903549,818168,725766,636780,544658,456444,365081,272288,182020,90705,257,242,228,213,196,180,163,150,139,127,78.4,3510,3376,3185,2984,2780,2542,2233,1818,1313,716,12,2,6,2,Intel Xeon X5670,2933,"Six-Core, 2.93 GHz, 12 MB L3 cache","1,2 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,12 MB I+D on chip per chip,None,12,"Windows Server 2008, Enterprise Edition",R2,6 x 2048 MB,"2GB 2Rx8 PC3-10600E; slots 1A, 2A, and 3A populated on each processor",Line-powered,"1 x 64GB SSD 2.5"" SATA, Acer Part#KF.0640N.001",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,Jun-2010,2010,Dec-2009,Acer Incorporated,Oct-2010,"<A HREF=""/power_ssj2008/results/res2010q4/power_ssj2008-20100915-00290.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2010q4/power_ssj2008-20100915-00290.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,Gateway GW1000-GW170 F1,2,1U,1588,900762,811130,726501,629905,540714,453034,360356,273199,180082,91063,386,367,349,327,306,288,269,252,233,206,145,2336,2209,2083,1925,1764,1574,1338,1082,772,443,16,4,4,2,Intel Xeon L5520,2266,"Quad-Core, 2.26GHz, 8MB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,8 MB I+D on chip per chip,None,16,"Windows Server 2008 x64, Enterprise Edition",SP2,4 x 2048 MB,2GB 2Rx8 PC3-10600E; slots 1A and 2A are populated on each processor,Line-powered,Intel X25-E Extreme 64 GB SLC SSD - SSDSA2SH064G1GC,Intel ICH10R SATA 3.0Gbps Controller,Balanced power enabled in OS,Shared,0,1200,Dec-2009,2009,Jun-2009,Acer Incorporated,Nov-2009,"<A HREF=""/power_ssj2008/results/res2009q4/power_ssj2008-20091103-00210.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2009q4/power_ssj2008-20091103-00210.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,Gateway GW2000h-GW170h F1,4,2U,2659,3.57E+06,3.23E+06,2.86E+06,2.51E+06,2.15E+06,1.79E+06,1.43E+06,1.07E+06,716273,359849,1025,952,889,816,735,655,587,533,494,446,270,3480,3389,3222,3073,2922,2727,2440,2017,1451,807,48,8,6,2,Intel Xeon X5675,3067,"Six-Core, 3.07 GHz, 12 MB L3 cache","1,2 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,12 MB I+D on chip per chip,None,48,"Windows Server 2008, Enterprise Edition",R2,6 x 2048 MB,"2GB 2Rx8 PC3-10600E; slots 1A, 2A, and 3A populated on each processor",Line-powered,"1 x 500GB SATA 3.5"" HDD, Acer part #KH.500W8.019",Integrated SATA controller,Power save enabled in OS,Shared,0,0,Jan-2010,2010,Dec-2009,Acer Incorporated,Mar-2011,"<A HREF=""/power_ssj2008/results/res2011q1/power_ssj2008-20110304-00363.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2011q1/power_ssj2008-20110304-00363.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,Gateway GW2000h-GW170h F1,4,2U,2795,3.73E+06,3.38E+06,3.00E+06,2.62E+06,2.24E+06,1.87E+06,1.50E+06,1.12E+06,749514,376644,1014,948,883,814,736,654,585,533,491,440,269,3682,3562,3396,3217,3048,2859,2562,2109,1526,856,48,8,6,2,Intel Xeon X5675,3067,"Six-Core, 3.07 GHz, 12 MB L3 cache","1,2 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,12 MB I+D on chip per chip,None,96,"Windows Server 2008, Enterprise Edition",R2,6 x 4096 MB,"4GB 2Rx8 PC3L-10600E; slots 1A, 2A, and 3A populated on each processor",Line-powered,"1 x 500GB SATA 3.5"" HDD, Acer part #KH.500W8.019",Integrated SATA controller,Power save enabled in OS,Shared,0,0,Feb-2011,2011,Dec-2009,Acer Incorporated,Mar-2011,"<A HREF=""/power_ssj2008/results/res2011q1/power_ssj2008-20110308-00364.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2011q1/power_ssj2008-20110308-00364.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,Gateway GW2000h-GW170h F1,4,1U,1674,1.80E+06,1.63E+06,1.45E+06,1.27E+06,1.09E+06,907495,722759,543601,362394,180025,748,710,669,629,587,546,509,474,436,380,260,2411,2299,2163,2020,1856,1663,1420,1148,831,473,32,8,4,2,Intel Xeon L5520,2266,"Quad-Core, 2.26GHz, 8MB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,8 MB I+D on chip per chip,None,32,"Windows Server 2008 x64, Enterprise Edition",SP2,4 x 2048 MB,2GB 2Rx8 PC3-10600E; slots 1A and 2A are populated on each processor,Line-powered,Intel X25-E Extreme 64 GB SLC SSD - SSDSA2SH064G1GC,Intel ICH10R SATA 3.0Gbps Controller,Balanced power enabled in OS,Shared,0,1400,Jan-2010,2010,Jun-2009,Acer Incorporated,Dec-2009,"<A HREF=""/power_ssj2008/results/res2009q4/power_ssj2008-20091123-00218.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2009q4/power_ssj2008-20091123-00218.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,Gateway GW2000h-GW175h F1,4,1U,2481,3.72E+06,3.37E+06,3.00E+06,2.63E+06,2.25E+06,1.87E+06,1.50E+06,1.12E+06,753582,373642,1111,1044,984,925,857,779,693,611,538,473,284,3347,3228,3051,2840,2623,2404,2168,1835,1401,790,96,8,12,1,AMD Opteron 6174,2200,"12-Core, 2.20 GHz, 12 MB L3 cache","1,2 chips",64 KB I + 64 KB D on chip per core,512 KB I+D on chip per core,"12 MB I+D on chip per chip, 6 MB shared / 6 cores",None,64,"Windows Server 2008, Enterprise Edition",R2,8 x 2048 MB,"2GB 1Rx8 PC3-10600E; slots 1A, 2A, 3A and 4A populated on each processor",Line-powered,"1 x 64GB SSD 2.5"" SATA, Acer P/N:KF.0640N.001",onboard SATA controller,Power save enabled in OS,Shared,0,0,Aug-2010,2010,Dec-2009,Acer Incorporated,Nov-2010,"<A HREF=""/power_ssj2008/results/res2010q4/power_ssj2008-20101007-00298.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2010q4/power_ssj2008-20101007-00298.txt"">Text</A>"
power_ssj2008,1.2,Acer Incorporated,Gateway GW2000ht-GW170ht F1,2,2U,2098,1.77E+06,1.60E+06,1.43E+06,1.25E+06,1.07E+06,888544,711732,536714,354515,178104,596,562,530,494,457,419,387,361,340,315,204,2971,2847,2693,2525,2346,2118,1838,1488,1044,565,24,4,6,2,Intel Xeon X5670,2933,"Six-Core, 2.93GHz, 12MB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,12 MB I+D on chip per chip,None,24,"Windows Server 2008, Enterprise Edition",R2,6 x 2048 MB,"2GB 2Rx8 PC3L-10600R; slots 1A, 2A, and 3A are populated on each processor",Line-powered,1 x Intel X25-E Extreme 64 GB SLC SSD - SSDSA2SH064G1GC,Intel ICH10R SATA 3.0Gbps Controller,Power save enabled in OS,Shared,0,1400,Jul-2010,2010,Sep-2009,Acer Incorporated,Aug-2010,"<A HREF=""/power_ssj2008/results/res2010q3/power_ssj2008-20100810-00281.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2010q3/power_ssj2008-20100810-00281.txt"">Text</A>"
power_ssj2008,1.1,Apple Inc.,"Xserve2,1",1,--,245,141739,129541,114893,100585,85907,72541,56623,43382,28946,14206,353,346,335,324,311,298,283,268,252,233,213,402,374,343,311,276,243,200,162,115,61,8,2,4,4,Intel(R) Xeon(R) CPU E5472,3000,"2 x Xeon 4-Core, 3.0GHz","1,2 chips",32 KB I + 32 KB D on chip per core,12 MB I+D on chip per chip,None,None,16,Mac OS X Server,10.5.6 (9G55),8 x 2 GB,"DDR2 FB-DIMM, 800 MHz; slots 1-8 populated",Line-powered,1 X Seagate ST380815AS N 80GB SATA,Integrated SAS controller,None,Apple Xserve 750W power supply,1,750,Jan-2008,2008,Jan-2008,Apple Inc.,Apr-2009,"<A HREF=""/power_ssj2008/results/res2009q2/power_ssj2008-20090316-00131.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2009q2/power_ssj2008-20090316-00131.txt"">Text</A>"
power_ssj2008,1.1,Apple Inc.,"Xserve3,1",1,--,464,227974,205597,183328,160055,138209,116692,92038,68994,45979,22776,334,313,293,273,258,244,228,214,200,187,173,684,656,626,585,536,479,403,322,229,122,8,2,4,2,Intel(R) Xeon(R) CPU X5570,2930,"Quad-Core, 2.93GHz, L3 8MB I+D on chip per chip","1,2 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,8 MB I+D on chip per chip,None,18,Mac OS X Server,10.5.6 (9G3550),"6 x 2 GB, 6 x 1 GB","DDR3 ECC FB-DIMM, 1066 MHZ; 1GB in A1, A2, A3,  B1, B2, B3; 2GB in A4, A5, A6, B4, B5, B6",Line-powered,1 X Western Digital WDC WD1602ABJS-43P5A0 160GB SATA drive,Integrated SAS controller,None,Apple Xserve 750W power supply,1,750,Apr-2009,2009,Apr-2009,Apple Inc.,Apr-2009,"<A HREF=""/power_ssj2008/results/res2009q2/power_ssj2008-20090316-00130.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2009q2/power_ssj2008-20090316-00130.txt"">Text</A>"
power_ssj2008,1.2,Bull SAS,"NovaScale R440 F2 (Intel Xeon X5670, 2.93 GHz)",1,1U,2831,911120,822539,728919,640006,548182,456391,364015,274397,185054,90508,247,229,211,191,173,157,144,133,122,107,60.4,3690,3597,3458,3342,3168,2906,2530,2069,1520,843,12,2,6,2,Intel Xeon X5670,2933,"Six-Core, 2.93 GHz, 12MB L3 Cache","1,2 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,12 MB I+D on chip per chip,None,12,Windows Server 2008 x64 Enterprise Edition,R2,6 x 2048 MB,"2GB 2Rx8 PC3 10600E CH9; slots A1, A2, A3, B1, B2, B3 populated",Line-powered,1 x 14GB SAS SSD,SAS 6/iR integrated controller,Power Saver in OS  (see SUT Notes),A502P-00,1,502,Jul-2010,2010,Sep-2009,Bull SAS,Oct-2010,"<A HREF=""/power_ssj2008/results/res2010q4/power_ssj2008-20100930-00295.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2010q4/power_ssj2008-20100930-00295.txt"">Text</A>"
power_ssj2008,1.2,"Cisco Systems, Inc.",UCS C220 M3,1,1U,4904,1.44E+06,1.31E+06,1.17E+06,1.03E+06,880394,734623,588584,438980,294230,146499,261,233,204,177,153,136,120,109,98.5,87.6,59.5,5537,5619,5724,5801,5768,5416,4897,4030,2987,1673,16,2,8,2,Intel Xeon E5-2660,2200,"8 Core, 2.20 GHz (Intel Turbo Boost Technology up to 3.00 GHz)","1,2 chips",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,20 MB I+D on chip per chip,None,24,Microsoft Windows Server 2008 R2 Enterprise Edition,SP1,6 x 4096 MB,"4GB 2Rx8 PC3L-10600E-9 ECC; Slots A1-C1,E1-G1 populated.",Line-powered,"1 x 100GB Std Height 15mm SATA SSD, Cisco P/N UCS-SD100G0KA2-E",Integrated Storage Controller Unit (SCU),Enabled (see SUT Notes),Cisco P/N UCSC-PSU-450W,1,450,Mar-2012,2012,Aug-2012,"Principled Technologies, Inc.",Oct-2012,"<A HREF=""/power_ssj2008/results/res2012q4/power_ssj2008-20121002-00552.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2012q4/power_ssj2008-20121002-00552.txt"">Text</A>"
power_ssj2008,0.23,Colfax International,CX2266-N2,1,--,203,95853,87754,79190,68286,58131,49362,39431,29206,19346,9833,276,272,267,260,254,248,242,234,225,204,164,347,323,297,263,229,199,163,125,86,48.2,4,2,2,1,AMD Opteron 2216HE,2400,"Dual-Core, 2.4GHz, 2MB L2 Cache","1,2",64KB I + 64KB D on chip per core,1 MB I+D on chip per core,None,None,16,SuSE SLES 10,SP1 (64-bit),8x2048MB,"DDR2-667 CL5 ECC REG; slots 1A/B, 2A/B populated for each cpu",Line-powered,1 x 400GB 7200K RPM SATA,Integrated SATA controller,Enabled (See SUT Notes),Ablecom PWS-702A-1R,2,700,Sep-2007,2007,May-2007,Advanced Micro Devices,Dec-2007,"<A HREF=""/power_ssj2008/results/res2007q4/power_ssj2008-20071129-00018.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2007q4/power_ssj2008-20071129-00018.txt"">Text</A>"
power_ssj2008,1.2,DEPO Computers,DEPO Race X340H,1,Tower,1469,322,290,257,224,194,160,127,96,65,32,131,128,124,120,117,112,107,101,943,882,832,2,2,2,1,1,1,1,962,691,371,4,1,4,1,Intel Core i5-4570,3200,"4 core, 3.2 GHz, 6 MB L3 Cache (Turbo Boost Technology up to 3.6 GHz)",1 chip,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,6 MB I+D on chip per chip,None,16,Microsoft Windows 8.1 Professional,6.3.9600.9600,4 x 4 GB,"4GB PC3-12800 CL11; slots DIMM1, DIMM2, DIMM3, DIMM4 populated",Line-powered,1 x 240GB SSD SDLFNDAR-240G-1HA1,Integrated SATA controller,Enabled,FSP Group FSP500-60GLN,1,500,May-2014,2014,Jun-2013,DEPO Computers,Dec-2014,"<A HREF=""/power_ssj2008/results/res2014q4/power_ssj2008-20141023-00677.html"">HTML</A> <A HREF=""/power_ssj2008/results/res2014q4/power_ssj2008-20141023-00677.txt"">Text</A>"
